sample_id,concept_biomedclip_disc_height_loss,concept_biomedclip_disc_signal_loss,concept_biomedclip_endplate_change,concept_biomedclip_osteophyte_formation,concept_biomedclip_facet_hypertrophy,concept_biomedclip_ligamentum_flavum_thickening,concept_biomedclip_spinal_canal_narrowing,concept_biomedclip_neural_foraminal_narrowing,concept_biomedclip_disc_bulge_or_herniation,concept_biomedclip_abnormal_vertebral_alignment
4003253_1054713880_11_left_neural_foraminal_narrowing_l1_l2,0.24403007328510284,0.23326845467090607,0.38441088795661926,0.32098838686943054,0.2133888602256775,0.24152664840221405,0.147807314991951,0.16178646683692932,0.32405003905296326,0.4057027995586395
4003253_1054713880_11_left_neural_foraminal_narrowing_l4_l5,0.8164935111999512,0.7006511092185974,0.7706022262573242,0.7112265825271606,0.6703565120697021,0.34979066252708435,0.6970787048339844,0.4815721809864044,0.7002351880073547,0.7857746481895447
4003253_1054713880_11_left_neural_foraminal_narrowing_l5_s1,0.7096697092056274,0.5679226517677307,0.5706039667129517,0.5151016712188721,0.5019194483757019,0.33774855732917786,0.631297767162323,0.46385741233825684,0.606774628162384,0.677852988243103
4003253_1054713880_12_left_neural_foraminal_narrowing_l2_l3,0.4276742935180664,0.37052541971206665,0.39741039276123047,0.4333018660545349,0.5174192786216736,0.43403586745262146,0.39417439699172974,0.3348710536956787,0.4651753604412079,0.5906291007995605
4003253_1054713880_12_left_neural_foraminal_narrowing_l3_l4,0.7536298036575317,0.6648219227790833,0.6429666876792908,0.5877119302749634,0.6480713486671448,0.413686603307724,0.7247452139854431,0.5217616558074951,0.6733414530754089,0.7807563543319702
4003253_2448190387_3_left_subarticular_stenosis_l1_l2,0.20514658093452454,0.40946316719055176,0.12054221332073212,0.30652913451194763,0.5540871024131775,0.7326844930648804,0.3070189356803894,0.4471144676208496,0.4301564693450928,0.45313385128974915
4003253_2448190387_4_right_subarticular_stenosis_l1_l2,0.32365232706069946,0.43648937344551086,0.15617907047271729,0.38802170753479004,0.613032877445221,0.7219207286834717,0.3696449100971222,0.4093574285507202,0.35303831100463867,0.48987558484077454
4003253_2448190387_11_left_subarticular_stenosis_l2_l3,0.43215930461883545,0.5689518451690674,0.2847692370414734,0.6004831790924072,0.7555413842201233,0.7757179141044617,0.5212835669517517,0.5975639820098877,0.6234205365180969,0.6665040850639343
4003253_2448190387_11_right_subarticular_stenosis_l2_l3,0.5181446671485901,0.6272861957550049,0.2462432086467743,0.5835835933685303,0.7569271922111511,0.7765549421310425,0.5320013761520386,0.5649948716163635,0.5843055844306946,0.7257592082023621
4003253_2448190387_19_left_subarticular_stenosis_l3_l4,0.6313720345497131,0.6805989146232605,0.43535488843917847,0.7628213763237,0.8221789598464966,0.7575281262397766,0.7444003820419312,0.7882884740829468,0.7946103811264038,0.7161715626716614
4003253_2448190387_19_right_subarticular_stenosis_l3_l4,0.47444891929626465,0.6045349836349487,0.2959741950035095,0.6649472117424011,0.761339008808136,0.7737802267074585,0.5543841123580933,0.676446259021759,0.6309934854507446,0.616259753704071
4003253_2448190387_28_left_subarticular_stenosis_l4_l5,0.5570972561836243,0.6495553851127625,0.40636447072029114,0.7582389712333679,0.7860575318336487,0.8024944067001343,0.7309126853942871,0.7940047979354858,0.764869213104248,0.7640163898468018
4003253_2448190387_28_right_subarticular_stenosis_l4_l5,0.5850447416305542,0.7071478962898254,0.381974458694458,0.7515143156051636,0.7904900312423706,0.8066422939300537,0.6550737619400024,0.7346708178520203,0.8157358169555664,0.7167071104049683
4003253_2448190387_35_left_subarticular_stenosis_l5_s1,0.3227284848690033,0.3205847442150116,0.21647708117961884,0.5786592364311218,0.6825941205024719,0.6605817079544067,0.597170889377594,0.6897442936897278,0.40675806999206543,0.6162576079368591
4003253_2448190387_35_right_subarticular_stenosis_l5_s1,0.4046621024608612,0.4621707499027252,0.20676028728485107,0.5501305460929871,0.7070960998535156,0.7219769954681396,0.5638597011566162,0.6726101040840149,0.5397279858589172,0.659874677658081
4646740_3201256954_15_right_subarticular_stenosis_l1_l2,0.30870580673217773,0.3786128759384155,0.4480544626712799,0.5073217153549194,0.5781767964363098,0.7131617069244385,0.5583559274673462,0.6803908348083496,0.5476717352867126,0.42292776703834534
4646740_3201256954_16_left_subarticular_stenosis_l1_l2,0.4309104084968567,0.6367355585098267,0.4138087332248688,0.3376966118812561,0.6049472689628601,0.7922253608703613,0.468888521194458,0.6761531829833984,0.6177249550819397,0.5537996292114258
4646740_3201256954_22_left_subarticular_stenosis_l2_l3,0.3635162115097046,0.48819103837013245,0.33395087718963623,0.5235379934310913,0.5758751034736633,0.7728940844535828,0.5915923714637756,0.7482720613479614,0.6466143131256104,0.4554240107536316
4646740_3201256954_22_right_subarticular_stenosis_l2_l3,0.4922124743461609,0.6484114527702332,0.3890480697154999,0.527138888835907,0.682444155216217,0.8289868831634521,0.6394039988517761,0.8096774220466614,0.7442185282707214,0.6559244990348816
4646740_3201256954_28_right_subarticular_stenosis_l3_l4,0.3820580244064331,0.5749289393424988,0.4357582628726959,0.5565606355667114,0.6112270355224609,0.8207567930221558,0.6111120581626892,0.7709075808525085,0.6864449977874756,0.6375146508216858
4646740_3201256954_29_left_subarticular_stenosis_l3_l4,0.34826362133026123,0.5300904512405396,0.45247912406921387,0.5108635425567627,0.6090271472930908,0.7756986618041992,0.5475196242332458,0.6983754634857178,0.6602497100830078,0.5017213225364685
4646740_3201256954_34_left_subarticular_stenosis_l4_l5,0.35907164216041565,0.3792226314544678,0.3611561357975006,0.4733389616012573,0.6120186448097229,0.7512667179107666,0.7166426181793213,0.8564956188201904,0.5604841113090515,0.5914469361305237
4646740_3201256954_34_right_subarticular_stenosis_l4_l5,0.3698435425758362,0.43179574608802795,0.3700912296772003,0.46912845969200134,0.6079849600791931,0.7810013294219971,0.6840283274650574,0.8069708347320557,0.6600872278213501,0.660090446472168
4646740_3201256954_40_left_subarticular_stenosis_l5_s1,0.39806413650512695,0.3916676342487335,0.3952746093273163,0.6163712739944458,0.6401202082633972,0.7906663417816162,0.6910386681556702,0.7253819704055786,0.4915485978126526,0.3336217403411865
4646740_3201256954_40_right_subarticular_stenosis_l5_s1,0.2508499026298523,0.33581990003585815,0.21157270669937134,0.3221394717693329,0.5169305801391602,0.6848982572555542,0.5321205258369446,0.5883896946907043,0.36743175983428955,0.25620150566101074
4646740_3486248476_5_left_neural_foraminal_narrowing_l2_l3,0.7089630961418152,0.6434691548347473,0.7480878233909607,0.7459606528282166,0.6345697641372681,0.643914520740509,0.7299753427505493,0.6985392570495605,0.5531280636787415,0.7625844478607178
4646740_3486248476_5_left_neural_foraminal_narrowing_l3_l4,0.5850167870521545,0.6163114309310913,0.810531497001648,0.6735299229621887,0.5640372037887573,0.48706111311912537,0.622959315776825,0.5597235560417175,0.579308807849884,0.6767967939376831
4646740_3486248476_5_left_neural_foraminal_narrowing_l4_l5,0.6335310935974121,0.6299910545349121,0.8001136779785156,0.5456215143203735,0.4388546347618103,0.4350699484348297,0.6275643110275269,0.48559635877609253,0.5973073244094849,0.6174784898757935
4646740_3486248476_6_left_neural_foraminal_narrowing_l1_l2,0.40533480048179626,0.3381255865097046,0.5411900281906128,0.556244969367981,0.3943066895008087,0.5535457730293274,0.33120572566986084,0.31017789244651794,0.34074166417121887,0.6023228168487549
4646740_3486248476_7_left_neural_foraminal_narrowing_l5_s1,0.7423450946807861,0.6769348382949829,0.8385443091392517,0.747813880443573,0.5037295818328857,0.5672963857650757,0.6771937608718872,0.6895604729652405,0.6624204516410828,0.8932055830955505
4646740_3486248476_15_right_neural_foraminal_narrowing_l2_l3,0.6975265145301819,0.629847526550293,0.8623591661453247,0.7991422414779663,0.5516347885131836,0.5444716215133667,0.5770183205604553,0.587397038936615,0.6378975510597229,0.6963149905204773
4646740_3486248476_15_right_neural_foraminal_narrowing_l3_l4,0.5356910824775696,0.5240682363510132,0.828689694404602,0.7664163708686829,0.43526238203048706,0.41169628500938416,0.5643726587295532,0.5896928906440735,0.5403198003768921,0.5314343571662903
4646740_3486248476_16_right_neural_foraminal_narrowing_l1_l2,0.42485177516937256,0.4297279715538025,0.8416244983673096,0.74953293800354,0.38627445697784424,0.47847655415534973,0.4836202561855316,0.3747398257255554,0.36403459310531616,0.7462632060050964
4646740_3486248476_17_right_neural_foraminal_narrowing_l4_l5,0.59541916847229,0.5178275108337402,0.8722578287124634,0.8238940834999084,0.44258779287338257,0.4118303954601288,0.4875239431858063,0.390665203332901,0.535580039024353,0.6194407343864441
4646740_3486248476_17_right_neural_foraminal_narrowing_l5_s1,0.6738161444664001,0.6559820175170898,0.7868891954421997,0.8132305145263672,0.44698959589004517,0.5116516947746277,0.5635181069374084,0.5381161570549011,0.5274654030799866,0.7266758680343628
4646740_3666319702_9_spinal_canal_stenosis_l3_l4,0.6159290075302124,0.6287810206413269,0.6735818982124329,0.3714483380317688,0.26434215903282166,0.35361841320991516,0.7570727467536926,0.4869273006916046,0.3790317177772522,0.3107982277870178
4646740_3666319702_10_spinal_canal_stenosis_l1_l2,0.6348835229873657,0.638338029384613,0.5423533916473389,0.47403067350387573,0.3838758170604706,0.39807453751564026,0.6609032154083252,0.3168356418609619,0.45171651244163513,0.31275224685668945
4646740_3666319702_10_spinal_canal_stenosis_l2_l3,0.8162944912910461,0.8197574019432068,0.7471652626991272,0.6523860096931458,0.47740161418914795,0.4720863401889801,0.864745557308197,0.5031490921974182,0.6849911212921143,0.4535895884037018
4646740_3666319702_10_spinal_canal_stenosis_l4_l5,0.8571012616157532,0.8252984881401062,0.8694993257522583,0.619957447052002,0.6379037499427795,0.548104465007782,0.8686823844909668,0.6894263029098511,0.6207507848739624,0.6238739490509033
4646740_3666319702_11_spinal_canal_stenosis_l5_s1,0.4690379798412323,0.5146043300628662,0.6335940361022949,0.29308193922042847,0.2606717348098755,0.48480454087257385,0.5509244799613953,0.39564910531044006,0.31840988993644714,0.3631576597690582
7143189_132939515_9_spinal_canal_stenosis_l1_l2,0.3292226791381836,0.2851669490337372,0.23152202367782593,0.1389327198266983,0.3604559302330017,0.1530264914035797,0.3226832449436188,0.18859277665615082,0.10015837848186493,0.1257392019033432
7143189_132939515_9_spinal_canal_stenosis_l2_l3,0.3967374563217163,0.2450529932975769,0.21565698087215424,0.24146555364131927,0.4858449697494507,0.34173426032066345,0.49358445405960083,0.3974747657775879,0.09227769076824188,0.1530228555202484
7143189_132939515_9_spinal_canal_stenosis_l3_l4,0.4376209080219269,0.2886348068714142,0.311643123626709,0.19968543946743011,0.4147898554801941,0.22045214474201202,0.4456476867198944,0.3337790369987488,0.18785032629966736,0.22824546694755554
7143189_132939515_9_spinal_canal_stenosis_l4_l5,0.6880140900611877,0.44603514671325684,0.48154935240745544,0.4479316771030426,0.5653945803642273,0.3164425790309906,0.7004319429397583,0.47799152135849,0.41571784019470215,0.5358793139457703
7143189_132939515_9_spinal_canal_stenosis_l5_s1,0.7556654810905457,0.48939281702041626,0.4185883700847626,0.42077383399009705,0.5720647573471069,0.31153926253318787,0.6783595681190491,0.436673104763031,0.5606366395950317,0.5483115911483765
7143189_1951927562_1_left_subarticular_stenosis_l1_l2,0.5305750370025635,0.5638039708137512,0.41596969962120056,0.5702113509178162,0.8160425424575806,0.7962418794631958,0.7162647843360901,0.863204300403595,0.6157163977622986,0.28095853328704834
7143189_1951927562_2_right_subarticular_stenosis_l1_l2,0.38028261065483093,0.6165470480918884,0.18503741919994354,0.2293403595685959,0.6564067602157593,0.7506104111671448,0.38465142250061035,0.6399452090263367,0.623431921005249,0.4297715723514557
7143189_1951927562_6_left_subarticular_stenosis_l2_l3,0.5046027302742004,0.6962540745735168,0.22500720620155334,0.45314228534698486,0.7961793541908264,0.7907958626747131,0.6646879315376282,0.7665513157844543,0.7611973285675049,0.4415070712566376
7143189_1951927562_7_right_subarticular_stenosis_l2_l3,0.6039320826530457,0.7835587859153748,0.3184828758239746,0.6177108287811279,0.8538269400596619,0.8118364810943604,0.6815364360809326,0.8116551637649536,0.7909879684448242,0.615631103515625
7143189_1951927562_11_left_subarticular_stenosis_l3_l4,0.6380231380462646,0.7801730632781982,0.3953469395637512,0.5268582701683044,0.834304690361023,0.8169103264808655,0.7911921143531799,0.8226452469825745,0.7492288947105408,0.6249093413352966
7143189_1951927562_11_right_subarticular_stenosis_l3_l4,0.5546885132789612,0.714557409286499,0.3271544873714447,0.49894222617149353,0.809176504611969,0.7558609843254089,0.7634863257408142,0.8352228403091431,0.7323673367500305,0.5657949447631836
7143189_1951927562_16_left_subarticular_stenosis_l4_l5,0.48686060309410095,0.5697613954544067,0.29425323009490967,0.5840622186660767,0.7947182059288025,0.7847814559936523,0.7525238990783691,0.8414067029953003,0.7007867693901062,0.5792301297187805
7143189_1951927562_17_right_subarticular_stenosis_l4_l5,0.5193042755126953,0.7304996252059937,0.32540902495384216,0.46127262711524963,0.7766129374504089,0.7941557168960571,0.7344063520431519,0.8311409950256348,0.7589495182037354,0.6582369208335876
7143189_1951927562_20_left_subarticular_stenosis_l5_s1,0.6032901406288147,0.7071765661239624,0.5901840329170227,0.6296975016593933,0.798334002494812,0.7924282550811768,0.8013224601745605,0.886010468006134,0.717869758605957,0.6471877098083496
7143189_1951927562_21_right_subarticular_stenosis_l5_s1,0.511211097240448,0.5878468155860901,0.32966920733451843,0.5485692024230957,0.7084084153175354,0.7737575173377991,0.6812271475791931,0.7868191599845886,0.6587639451026917,0.6611961722373962
7143189_3219733239_4_right_neural_foraminal_narrowing_l5_s1,0.7780814170837402,0.6794379949569702,0.727251410484314,0.7191750407218933,0.6098844408988953,0.5178610682487488,0.6891337037086487,0.6484448313713074,0.7586176991462708,0.7948075532913208
7143189_3219733239_5_right_neural_foraminal_narrowing_l1_l2,0.3892723023891449,0.34197136759757996,0.32947319746017456,0.3704594671726227,0.29250818490982056,0.413899302482605,0.24540263414382935,0.2756786048412323,0.36037805676460266,0.5502464175224304
7143189_3219733239_5_right_neural_foraminal_narrowing_l2_l3,0.4223761260509491,0.4500218629837036,0.3666965961456299,0.29303598403930664,0.3335982859134674,0.45629382133483887,0.21355876326560974,0.23766767978668213,0.376142680644989,0.5373406410217285
7143189_3219733239_5_right_neural_foraminal_narrowing_l3_l4,0.5586675405502319,0.5953120589256287,0.47641679644584656,0.4246926009654999,0.48123303055763245,0.47991877794265747,0.3755820393562317,0.39699816703796387,0.5306187868118286,0.5106315612792969
7143189_3219733239_5_right_neural_foraminal_narrowing_l4_l5,0.8447424173355103,0.7793615460395813,0.7504060864448547,0.6977500319480896,0.6523703932762146,0.538077712059021,0.7208810448646545,0.6106541156768799,0.771492600440979,0.6762610077857971
7143189_3219733239_12_left_neural_foraminal_narrowing_l1_l2,0.25242385268211365,0.323915034532547,0.21850213408470154,0.1644279956817627,0.19518336653709412,0.34301501512527466,0.09313362836837769,0.10737517476081848,0.2617623209953308,0.3508930504322052
7143189_3219733239_12_left_neural_foraminal_narrowing_l2_l3,0.33219030499458313,0.3947688639163971,0.3140040636062622,0.201455220580101,0.26844894886016846,0.32339057326316833,0.17363916337490082,0.24083006381988525,0.291519433259964,0.4845157861709595
7143189_3219733239_12_left_neural_foraminal_narrowing_l4_l5,0.6628231406211853,0.5625765323638916,0.5013653635978699,0.40768373012542725,0.4093451201915741,0.4224790930747986,0.5225852727890015,0.47446125745773315,0.6225747466087341,0.6750393509864807
7143189_3219733239_12_left_neural_foraminal_narrowing_l5_s1,0.5004053115844727,0.342649906873703,0.30589887499809265,0.2698177397251129,0.3471125662326813,0.27641335129737854,0.39811328053474426,0.3860815167427063,0.47747883200645447,0.6131715178489685
7143189_3219733239_13_left_neural_foraminal_narrowing_l3_l4,0.5984032154083252,0.5620313286781311,0.5240278244018555,0.40623003244400024,0.4407333433628082,0.45357340574264526,0.31726816296577454,0.3294202983379364,0.5523040890693665,0.638516902923584
8785691_481125819_8_spinal_canal_stenosis_l1_l2,0.1356014907360077,0.08865721523761749,0.21059109270572662,0.09739725291728973,0.10455216467380524,0.0538298524916172,0.1499602049589157,0.06764037162065506,0.07218627631664276,0.1255282610654831
8785691_481125819_8_spinal_canal_stenosis_l2_l3,0.2578028738498688,0.1561543345451355,0.18422335386276245,0.11815004795789719,0.17623640596866608,0.0886453241109848,0.3665434718132019,0.15631023049354553,0.13543829321861267,0.24703142046928406
8785691_481125819_8_spinal_canal_stenosis_l3_l4,0.2767392098903656,0.1804533451795578,0.19449275732040405,0.09457579255104065,0.18267624080181122,0.08782246708869934,0.3489614725112915,0.1261613816022873,0.11480632424354553,0.2920592129230499
8785691_481125819_8_spinal_canal_stenosis_l4_l5,0.33577167987823486,0.22212031483650208,0.20802190899848938,0.09311743080615997,0.22686667740345,0.12794391810894012,0.4291951060295105,0.19465550780296326,0.14869527518749237,0.3560590147972107
8785691_481125819_8_spinal_canal_stenosis_l5_s1,0.17349372804164886,0.10090678930282593,0.07515190541744232,0.029168983921408653,0.13332796096801758,0.08329067379236221,0.29541438817977905,0.18515081703662872,0.08016277104616165,0.1717222034931183
8785691_1570286759_4_right_neural_foraminal_narrowing_l1_l2,0.1782970130443573,0.12053018808364868,0.3261980414390564,0.3378504514694214,0.1760285347700119,0.21490325033664703,0.0767768919467926,0.12897463142871857,0.25981405377388,0.5442899465560913
8785691_1570286759_4_right_neural_foraminal_narrowing_l2_l3,0.22165429592132568,0.18294444680213928,0.34834790229797363,0.2511850893497467,0.17793159186840057,0.21211574971675873,0.13106445968151093,0.12411483377218246,0.2543734610080719,0.5670794248580933
8785691_1570286759_4_right_neural_foraminal_narrowing_l3_l4,0.5700914859771729,0.4834939241409302,0.5322104096412659,0.44543346762657166,0.4260327219963074,0.34937289357185364,0.47025948762893677,0.3899994194507599,0.5345641374588013,0.6021916270256042
8785691_1570286759_4_right_neural_foraminal_narrowing_l4_l5,0.6885173320770264,0.6092182993888855,0.5796794891357422,0.608153760433197,0.5115923881530762,0.3691694438457489,0.5956774950027466,0.4552902579307556,0.692850649356842,0.7721598744392395
8785691_1570286759_4_right_neural_foraminal_narrowing_l5_s1,0.547659158706665,0.41064995527267456,0.4447074830532074,0.5660236477851868,0.4006849229335785,0.3518151640892029,0.4443100690841675,0.35612112283706665,0.5701057314872742,0.6901008486747742
8785691_1570286759_10_left_neural_foraminal_narrowing_l1_l2,0.22869814932346344,0.17649255692958832,0.2745438814163208,0.17822116613388062,0.17887741327285767,0.198710098862648,0.07639757543802261,0.11669319868087769,0.24247503280639648,0.29864880442619324
8785691_1570286759_11_left_neural_foraminal_narrowing_l2_l3,0.5280719995498657,0.5370056629180908,0.5568305253982544,0.5077246427536011,0.4674389064311981,0.3597401976585388,0.3609318137168884,0.26504504680633545,0.5842339992523193,0.668262243270874
8785691_1570286759_11_left_neural_foraminal_narrowing_l3_l4,0.6789169907569885,0.623157262802124,0.6898444890975952,0.5885060429573059,0.5353265404701233,0.33011361956596375,0.5858612060546875,0.4325578510761261,0.6285627484321594,0.7330004572868347
8785691_1570286759_11_left_neural_foraminal_narrowing_l4_l5,0.729832112789154,0.6155247092247009,0.7083372473716736,0.581825315952301,0.5503738522529602,0.30343732237815857,0.6186882853507996,0.39463239908218384,0.6513879299163818,0.8571653962135315
8785691_1570286759_11_left_neural_foraminal_narrowing_l5_s1,0.4283379316329956,0.31452247500419617,0.4663037061691284,0.35489940643310547,0.32317522168159485,0.2883073091506958,0.353884756565094,0.28714892268180847,0.4597557485103607,0.7319374084472656
8785691_2406919186_3_left_subarticular_stenosis_l1_l2,0.34518197178840637,0.5493072867393494,0.2038571536540985,0.4469856321811676,0.6409211158752441,0.7881786823272705,0.35075533390045166,0.46278631687164307,0.579304575920105,0.532210111618042
8785691_2406919186_3_right_subarticular_stenosis_l1_l2,0.277776837348938,0.37881025671958923,0.2207689732313156,0.5251109600067139,0.5869945883750916,0.7356777191162109,0.31322529911994934,0.45764243602752686,0.4851277470588684,0.522352397441864
8785691_2406919186_7_right_subarticular_stenosis_l2_l3,0.7584807276725769,0.6806715130805969,0.5242881178855896,0.7868431210517883,0.8505710959434509,0.7384082674980164,0.7965342998504639,0.8639589548110962,0.6783455014228821,0.7332435250282288
8785691_2406919186_8_left_subarticular_stenosis_l2_l3,0.7011848092079163,0.6503567099571228,0.36089983582496643,0.7818890810012817,0.8443475365638733,0.7794356942176819,0.7419447898864746,0.8163906931877136,0.6923199892044067,0.7601698637008667
8785691_2406919186_11_right_subarticular_stenosis_l3_l4,0.6316282749176025,0.6824052333831787,0.4206053912639618,0.8490684032440186,0.851158082485199,0.7505519390106201,0.7804380655288696,0.7796807885169983,0.8089522123336792,0.7722349166870117
8785691_2406919186_12_left_subarticular_stenosis_l3_l4,0.5742382407188416,0.5844770669937134,0.46690139174461365,0.8362354636192322,0.8245357871055603,0.6835528612136841,0.7482354640960693,0.7672234773635864,0.7565810084342957,0.6093922257423401
8785691_2406919186_16_left_subarticular_stenosis_l4_l5,0.3270910680294037,0.5509781241416931,0.3399750292301178,0.6121821403503418,0.7768704295158386,0.7515699863433838,0.586669921875,0.7251890301704407,0.650455117225647,0.6974846720695496
8785691_2406919186_17_right_subarticular_stenosis_l4_l5,0.49153822660446167,0.6422941088676453,0.28670960664749146,0.5159986615180969,0.8158225417137146,0.7722055315971375,0.6997441649436951,0.8081588745117188,0.6772196888923645,0.7062012553215027
8785691_2406919186_20_left_subarticular_stenosis_l5_s1,0.42348647117614746,0.4556272625923157,0.32803359627723694,0.5435295104980469,0.7613157629966736,0.7323920726776123,0.6445616483688354,0.8241915702819824,0.6286703944206238,0.639600396156311
8785691_2406919186_20_right_subarticular_stenosis_l5_s1,0.5017418265342712,0.5759716033935547,0.3614796996116638,0.5242933630943298,0.7624468803405762,0.7589559555053711,0.6601341366767883,0.7713103890419006,0.6823496222496033,0.7042253613471985
10728036_142859125_8_left_subarticular_stenosis_l1_l2,0.5666763186454773,0.6689922213554382,0.5320798754692078,0.5294445157051086,0.7246485352516174,0.8306909799575806,0.5582696199417114,0.698626697063446,0.5535879731178284,0.5185909867286682
10728036_142859125_15_left_subarticular_stenosis_l2_l3,0.5182096362113953,0.5448957681655884,0.6944646835327148,0.6760037541389465,0.6332262754440308,0.7193326354026794,0.4659990966320038,0.7850621938705444,0.48955029249191284,0.5442361831665039
10728036_142859125_20_left_subarticular_stenosis_l3_l4,0.2376662790775299,0.19425562024116516,0.6685930490493774,0.5756110548973083,0.32743149995803833,0.4415110647678375,0.2947852611541748,0.590365469455719,0.3225063383579254,0.16696839034557343
10728036_142859125_27_left_subarticular_stenosis_l4_l5,0.22036610543727875,0.25981777906417847,0.5553337335586548,0.5086340308189392,0.445695698261261,0.6025566458702087,0.27105802297592163,0.6034548878669739,0.47922778129577637,0.36251598596572876
10728036_142859125_33_left_subarticular_stenosis_l5_s1,0.4169013202190399,0.3881951570510864,0.6231709122657776,0.5507123470306396,0.5381453037261963,0.6539095640182495,0.34943249821662903,0.6496495604515076,0.5424962043762207,0.24518682062625885
10728036_2073726394_11_right_subarticular_stenosis_l1_l2,0.5947858095169067,0.5362017750740051,0.6844142079353333,0.7885425090789795,0.5761135220527649,0.7805324196815491,0.45415303111076355,0.6835687756538391,0.5633515119552612,0.5334133505821228
10728036_2073726394_18_right_subarticular_stenosis_l2_l3,0.40780407190322876,0.5242466330528259,0.539356529712677,0.26876917481422424,0.48838281631469727,0.6692371368408203,0.2172352820634842,0.5559577941894531,0.3735325038433075,0.3755097985267639
10728036_2073726394_25_right_subarticular_stenosis_l3_l4,0.24724805355072021,0.3095242977142334,0.5649061799049377,0.4621431529521942,0.3142775297164917,0.5064968466758728,0.24112850427627563,0.629115641117096,0.2899891138076782,0.2654779255390167
10728036_2073726394_33_right_subarticular_stenosis_l4_l5,0.33722248673439026,0.39696627855300903,0.5250384211540222,0.3742620646953583,0.4199754297733307,0.6692131161689758,0.3194388151168823,0.7522202730178833,0.4662969708442688,0.2921048700809479
10728036_2073726394_39_right_subarticular_stenosis_l5_s1,0.001175390905700624,0.00012246724509168416,0.076698899269104,0.12064488977193832,0.004158637020736933,0.03291081637144089,0.0007294825045391917,0.035431649535894394,0.0028384889010339975,0.006075022276490927
10728036_2399638375_6_right_neural_foraminal_narrowing_l5_s1,0.8244094848632812,0.789648711681366,0.8768987655639648,0.7660770416259766,0.5252094864845276,0.5270811319351196,0.644852340221405,0.5333319306373596,0.6819479465484619,0.6518543362617493
10728036_2399638375_7_right_neural_foraminal_narrowing_l1_l2,0.731096625328064,0.7500659227371216,0.85983806848526,0.7680686116218567,0.4836655259132385,0.6361975073814392,0.5776314735412598,0.3974918723106384,0.5104490518569946,0.555015504360199
10728036_2399638375_7_right_neural_foraminal_narrowing_l2_l3,0.7693080902099609,0.7670583128929138,0.8392687439918518,0.7634860873222351,0.496593713760376,0.5728223323822021,0.6564965844154358,0.5340178608894348,0.4602034091949463,0.41071024537086487
10728036_2399638375_7_right_neural_foraminal_narrowing_l3_l4,0.7164753675460815,0.7300528883934021,0.8692335486412048,0.727713406085968,0.4678528308868408,0.47770968079566956,0.5822828412055969,0.5003604292869568,0.5694179534912109,0.5070924162864685
