sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
cub_00560,10,10,0.4843825805925007,0.4843825805925007,0.4778696828318061,0.5930848162388429,occlusion gradient_shap integrated_gradients,0.16163913202448774,0.1603203602674106,0.16764508679542606,0.17709044075704217,0.1853509524526589,0.1479540277029745
cub_00609,11,11,0.9357697788218502,0.9357697788218502,0.9357490334252361,0.9347973141411784,occlusion gradcam++ gradient_shap,0.16724043576166445,0.16795495988861955,0.167201170725659,0.16749220870314252,0.1686349060770909,0.1614763188438235
cub_00647,11,11,0.9391852039436344,0.9391852039436344,0.9397385406831745,0.9398747492174152,occlusion gradcam gradcam++,0.17291104434155144,0.17000233267725595,0.1631506503067637,0.16363741022903283,0.17307008440663793,0.15722847803875822
cub_00704,12,12,0.9087317381286993,0.9087317381286993,0.9031338978791609,0.9088360477471725,occlusion gradient_shap integrated_gradients,0.16776415595213562,0.15717413717398923,0.1718780736176612,0.17230439684046808,0.17600354482330677,0.15487569159243905
cub_00737,13,13,0.9196170231210999,0.9196170231210999,0.9198622694122605,0.9187640776741319,gradient_shap integrated_gradients guided_backprop,0.16230579006724308,0.16306754966017528,0.16882303948200267,0.1688459315212439,0.168352379952118,0.16860530931721707
cub_00810,14,14,0.9125713032713973,0.9125713032713973,0.907188670062169,0.9173190874091234,gradient_shap integrated_gradients guided_backprop,0.1721477101570873,0.13247776019738491,0.174434709308891,0.17462733279720935,0.171921538892561,0.1743909486468664
cub_00852,15,15,0.9371225470094942,0.9371225470094942,0.9371801131754182,0.9363767289905809,occlusion guided_backprop gradcam++,0.16836333602047074,0.1684062822753463,0.16196842853318658,0.1631803552210709,0.16961289963109966,0.16846869831882572
cub_00906,16,16,0.8020035318942974,0.8020035318942974,0.803449666700908,0.8403364461060846,gradcam guided_backprop gradcam++,0.17551752638557852,0.16672585963831157,0.1596174344102158,0.16383199015463562,0.16217662278796727,0.17213056662329126
cub_00953,17,17,0.9453732999158091,0.9453732999158091,0.9468679966521449,0.943526315886993,gradcam++ gradcam gradient_shap,0.17189520252021806,0.17319594306169486,0.16791043053097784,0.16918642828340894,0.16656219546549955,0.1512498001382007
cub_01005,18,18,0.8576423450140281,0.8576423450140281,0.7916730337077751,0.8729331977665423,occlusion gradient_shap integrated_gradients,0.1582790186526245,0.12020216932864469,0.17497233241441593,0.17956040477443314,0.19954962193149972,0.16743645289838205
cub_01047,18,18,0.7800664079375564,0.7800664079375564,0.776924900035374,0.8003550752997398,occlusion gradcam++ gradcam,0.1753351850437022,0.1790267782453925,0.15058352095876099,0.15511249622538464,0.19264501180299387,0.14729700772376572
cub_01102,19,19,0.9192744811647572,0.9192744811647572,0.9188169767730868,0.9190260579460302,occlusion gradcam gradcam++,0.17795172337514117,0.17045390759941528,0.15733741060731932,0.14888066181985177,0.17940225204931842,0.16597404454895404
cub_01148,20,20,0.8450260526267812,0.8450260526267812,0.8378777771024033,0.8255160639761014,integrated_gradients gradcam gradient_shap,0.17258218343250217,0.15311239117979097,0.17609758877932125,0.1703147414677142,0.1692482139277021,0.1586448812129692
cub_01211,21,21,0.8612553106038832,0.8612553106038832,0.858770077128429,0.882857221586164,gradcam++ occlusion gradcam,0.17049473987898509,0.17802545623981827,0.1538517366703583,0.16228865627306405,0.17429518824143833,0.16104422269633598
cub_01255,22,57,0.8529045100556686,0.8529045100556686,0.8510020929854363,0.9413188302190973,gradcam++ occlusion gradcam,0.17959946791678072,0.18775853752991778,0.16099454797581278,0.17386959179361275,0.17975668741347758,0.11802116737039825
cub_01305,23,23,0.9305056301061996,0.9305056301061996,0.9275987086002716,0.924157929152716,gradcam++ occlusion integrated_gradients,0.16503971902125494,0.1700019067424588,0.1671613099428341,0.1659362729016206,0.16925728636497847,0.16260350502685317
cub_01356,24,24,0.4385178959259065,0.4385178959259065,0.4336280046292813,0.48311576231208153,integrated_gradients gradient_shap guided_backprop,0.15514442777530776,0.15693156746029452,0.18631956265942728,0.1849301213493634,0.15346062404150002,0.16321369671410693
cub_01406,25,25,0.9402390501461922,0.9402390501461922,0.9376036665402354,0.9405838332138956,occlusion gradcam++ gradient_shap,0.1586276072370445,0.17310807611443182,0.16028976447884882,0.1697718551700719,0.17544415972078387,0.1627585372788191
cub_01450,25,25,0.7513408011756838,0.7513408011756838,0.7499042592011391,0.7752406320534646,gradcam gradcam++ guided_backprop,0.18108795873598516,0.17113534711357262,0.16000627387147565,0.16046515608571674,0.15892802761342045,0.16837723657982936
